,Unnamed: 0,Name,Postal_Code,Coordinates,Venue Type,District
12437,12437,ITO-KACHO HOLDINGS PTE. LTD.,238897,"[1.30200471731963, 103.836583965806]",Eating Establishment,TANJONG PAGAR
12438,12438,EVOLVE MMA PTE. LTD.,49568,"[1.28305772520972, 103.847820899657]",Eating Establishment,JALAN BESAR
12439,12439,AUTHENTIC HOCK LAM STREET POPULAR BEEF KUAY TEOW PTE LTD,48819,"[1.28607282056601, 103.84904639699]",Eating Establishment,JALAN BESAR
12440,12440,MEHFIL II PTE. LTD.,207748,"[1.30782539158191, 103.857835176977]",Eating Establishment,JALAN BESAR
12441,12441,KATRINA HOLDINGS PTE LTD,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12442,12442,ZINGRILL HOLDINGS PTE LTD,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12443,12443,HENG KWEE SIM,555856,"[1.37548265145705, 103.876218074681]",Eating Establishment,ANG MO KIO
12444,12444,HSIEN SWEE FUN,140170,"[1.29090918077067, 103.803107626115]",Eating Establishment,TANJONG PAGAR
12445,12445,TEHRANI CORPORATION PTE. LTD.,199755,"[1.30110002421987, 103.859479490804]",Eating Establishment,JALAN BESAR
12446,12446,EHWA SINGAPORE PTE. LTD.,58556,"[1.28231053096358, 103.844879396317]",Eating Establishment,JALAN BESAR
12447,12447,MR BEAN INTERNATIONAL PTE. LTD.,169608,"[1.28197500877858, 103.836779950973]",Eating Establishment,TANJONG PAGAR
12448,12448,THE YANG''S HAINANESE CHICKEN RICE (PTE.) LTD.,218178,"[1.31432534218275, 103.857711805776]",Eating Establishment,JALAN BESAR
12449,12449,CROWN EMPIRE PTE. LIMITED,238896,"[1.30072350356704, 103.839692368177]",Eating Establishment,TANJONG PAGAR
12450,12450,THE BAKERY DEPOT PTE LTD,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12451,12451,PONDOK JAWA TIMUR PTE. LTD.,198705,"[1.30309190123692, 103.858921096458]",Eating Establishment,JALAN BESAR
12452,12452,DOZO RESTAURANT PTE. LTD.,238896,"[1.30072350356704, 103.839692368177]",Eating Establishment,TANJONG PAGAR
12453,12453,MFM RESTAURANTS PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12454,12454,CB RESTAURANT PTE LTD,238896,"[1.30072350356704, 103.839692368177]",Eating Establishment,TANJONG PAGAR
12455,12455,MOMIJI RESTAURANTS PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12456,12456,JU ZHONG PTE. LTD.,88750,"[1.2823458916053, 103.842197621687]",Eating Establishment,JALAN BESAR
12457,12457,DIBS PTE LTD,89515,"[1.27825833404862, 103.843363110489]",Eating Establishment,TANJONG PAGAR
12458,12458,PARADISE INN (2) PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12459,12459,YA KUN CAFE PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12460,12460,TIL INTERNATIONAL PTE LTD,239524,"[1.29885077622939, 103.839495995294]",Eating Establishment,TANJONG PAGAR
12461,12461,LIFEBREAD CENTRAL PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12462,12462,FRAGRANCE FOODSTUFF PTE LTD,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12463,12463,MCDONALD'S RESTAURANTS PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12464,12464,MARCHE RESTAURANTS SINGAPORE PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12465,12465,AC MERIDIAN (SUB CSM) PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12466,12466,HILDA UTAMI,238843,"[1.30151446722773, 103.840054426935]",Eating Establishment,TANJONG PAGAR
12467,12467,PRO*3 INSTITUTIONAL CATERING PTE. LTD.,573943,"[1.34758192636096, 103.84126413697]",Eating Establishment,BISHAN-TOA PAYOH
12468,12468,KAMPONG GROUP PTE. LTD.,208828,"[1.3062193101555, 103.856025604004]",Eating Establishment,JALAN BESAR
12469,12469,KOJI PRIVATE LIMITED,48660,"[1.28436799685246, 103.847363771782]",Eating Establishment,JALAN BESAR
12470,12470,MC SPICE PTE. LTD.,249671,"[1.30456930673714, 103.808954269724]",Eating Establishment,TANJONG PAGAR
12471,12471,FOOD REPUBLIC PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12472,12472,TEN & HAN TRADING PTE LTD,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12473,12473,URBAN GROUP PTE. LTD.,249671,"[1.30456930673714, 103.808954269724]",Eating Establishment,TANJONG PAGAR
12474,12474,AL BORGO PTE. LTD.,259727,"[1.31946441191454, 103.827297599465]",Eating Establishment,TANJONG PAGAR
12475,12475,WATAMI FOOD SERVICE SINGAPORE PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12476,12476,K. COOK PTE. LTD.,238896,"[1.30072350356704, 103.839692368177]",Eating Establishment,TANJONG PAGAR
12477,12477,KELVIN & LEE FOOD PTE LTD,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12478,12478,COLD STORAGE SINGAPORE (1983) PTE LTD,307683,"[1.31983049912881, 103.843976528625]",Eating Establishment,JALAN BESAR
12479,12479,OLDTOWN SINGAPORE PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12480,12480,OH POH CHYE,151028,"[1.28675654367639, 103.810121713045]",Eating Establishment,TANJONG PAGAR
12481,12481,THE COFFEE BEAN & TEA LEAF (SINGAPORE) PTE LTD,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12482,12482,PHANG ONN SOON,80005,"[1.27668433818668, 103.839459108754]",Eating Establishment,TANJONG PAGAR
12483,12483,BENCOOLEN ENTERPRISES PTE LTD,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12484,12484,TUNG LOK XIHE RESTAURANT PTE. LTD.,238896,"[1.30072350356704, 103.839692368177]",Eating Establishment,TANJONG PAGAR
12485,12485,PEZZO SINGAPORE PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12486,12486,PLAN B VENTURES PTE. LTD.,179023,"[1.28989243863945, 103.845528255971]",Eating Establishment,TANJONG PAGAR
12487,12487,ENTER FOOD TAINMENT PTE LTD,69115,"[1.2773451122349, 103.846329050735]",Eating Establishment,JALAN BESAR
12488,12488,MR BEAN INTERNATIONAL PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12489,12489,PASSION FOR FOOD PTE. LTD.,799470,"[1.39783724433632, 103.873359651716]",Eating Establishment,ANG MO KIO
12490,12490,ABAAVO GROUP PRIVATE LIMITED,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12491,12491,ILTM PTE. LTD.,188539,"[1.30045194505102, 103.854416018869]",Eating Establishment,JALAN BESAR
12492,12492,SAVEUR PTE LTD,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12493,12493,WANG TJANG-YUIN,169040,"[1.28432210840071, 103.83501003183]",Eating Establishment,TANJONG PAGAR
12494,12494,GIACOMO RESTAURANT PTE. LTD.,69115,"[1.2773451122349, 103.846329050735]",Eating Establishment,JALAN BESAR
12495,12495,KOI CAFE GROUP (S) PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12496,12496,KENTUCKY FRIED CHICKEN MANAGEMENT PTE LTD,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12497,12497,PIZZA HUT SINGAPORE PTE LTD,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12498,12498,EPIK INDUSTRIES PTE. LTD.,228095,"[1.30208407942657, 103.849621716147]",Eating Establishment,TANJONG PAGAR
12499,12499,CADENCE PRODUCTS PTE. LTD.,78877,"[1.27516999521432, 103.844496298231]",Eating Establishment,JALAN BESAR
12500,12500,MAH HOCK CHIN,228241,"[1.31253585034144, 103.837503218603]",Eating Establishment,TANJONG PAGAR
12501,12501,AT&BROTHERS SINGAPORE PTE. LTD.,49419,"[1.28629804661319, 103.849063405739]",Eating Establishment,JALAN BESAR
12502,12502,MARLIN FIRST PTE. LTD.,18987,"[1.28076943476846, 103.852658562152]",Eating Establishment,JALAN BESAR
12503,12503,JOLLIBEAN FOODS PTE. LTD.,218227,"[1.30465788351304, 103.852122945247]",Eating Establishment,JALAN BESAR
12504,12504,TANDOORI RESTAURANT PTE LTD,218842,"[1.31168374273515, 103.854953992592]",Eating Establishment,JALAN BESAR
12505,12505,LAI LAI FAMILY RESTAURANT PTE LTD,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12506,12506,BURGER KING SINGAPORE PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12507,12507,AJU INTERNATIONAL PTE. LTD.,69115,"[1.2773451122349, 103.846329050735]",Eating Establishment,JALAN BESAR
12508,12508,UMEYA FOOD SERVICES PTE LTD,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12509,12509,TAN KIM ENG,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12510,12510,VONS DESSERT PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12511,12511,LOUISIANA QSR PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12512,12512,BREADTALK PTE LTD,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12513,12513,COLD STORAGE SINGAPORE (1983) PTE LTD,574408,"[1.35465019298911, 103.830944960934]",Eating Establishment,BISHAN-TOA PAYOH
12514,12514,FATBOY'S CONCEPTS PTE. LTD.,574335,"[1.35152643839025, 103.835318013304]",Eating Establishment,BISHAN-TOA PAYOH
12515,12515,LOW YIN KOK,150126,"[1.28512850690882, 103.802995010319]",Eating Establishment,TANJONG PAGAR
12516,12516,L & A PTE. LTD.,228208,"[1.30607247455055, 103.831775862586]",Eating Establishment,TANJONG PAGAR
12517,12517,K BOX ENTERTAINMENT GROUP PTE. LTD.,59432,"[1.28364109716273, 103.843311643743]",Eating Establishment,JALAN BESAR
12518,12518,SEET SEO BOON,198721,"[1.30336522223015, 103.85921349065]",Eating Establishment,JALAN BESAR
12519,12519,3D HARMONY PTE. LTD.,208323,"[1.30409706963793, 103.853549601141]",Eating Establishment,JALAN BESAR
12520,12520,NOSTALGIA HOTEL PTE. LTD.,168727,"[1.28509462596807, 103.833551410856]",Eating Establishment,TANJONG PAGAR
12521,12521,WILD HONEY PTE. LIMITED,238867,"[1.30206450528712, 103.836340953748]",Eating Establishment,TANJONG PAGAR
12522,12522,SOREAL GROUP PTE LTD,58944,"[1.28238983286749, 103.844305136436]",Eating Establishment,JALAN BESAR
12523,12523,STARBUCKS COFFEE SINGAPORE PTE. LTD.,179104,"[1.29014077084474, 103.849742046847]",Eating Establishment,JALAN BESAR
12524,12524,AHMED EL SAYED AHMED MOHAMED ALY,199447,"[1.30164563970364, 103.85974061201]",Eating Establishment,JALAN BESAR
12525,12525,MARMALADE PTE LTD,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12526,12526,T CAFE PTE. LTD.,69115,"[1.2773451122349, 103.846329050735]",Eating Establishment,JALAN BESAR
12527,12527,VERVE HOLDINGS PTE. LTD.,179023,"[1.28989243863945, 103.845528255971]",Eating Establishment,TANJONG PAGAR
12528,12528,YA KUN CAFE PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12529,12529,LEE CHEONG FAI,169608,"[1.28197500877858, 103.836779950973]",Eating Establishment,TANJONG PAGAR
12530,12530,NEO LAY CHYE,238863,"[1.3044637897474, 103.834005158524]",Eating Establishment,TANJONG PAGAR
12531,12531,GRIFFIS APRIL NEE FRENCH,799488,"[1.39684340556858, 103.872887978423]",Eating Establishment,ANG MO KIO
12532,12532,YA KUN MANNA PTE. LTD.,238896,"[1.30072350356704, 103.839692368177]",Eating Establishment,TANJONG PAGAR
12533,12533,LIM CHEE GUAN PTE LTD,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12534,12534,MUZIUM PTE. LTD.,189846,"[1.30052850102094, 103.859027483541]",Eating Establishment,JALAN BESAR
12535,12535,CHNG CHEE MENG RICKSON,574408,"[1.35465019298911, 103.830944960934]",Eating Establishment,BISHAN-TOA PAYOH
12536,12536,ROYZ ET VOUS PTE. LTD.,68602,"[1.28081312182382, 103.848012199845]",Eating Establishment,JALAN BESAR
12537,12537,CREATIVE CULINAIRE THE SCHOOL PTE LTD,169767,"[1.28350573908333, 103.834492762326]",Eating Establishment,TANJONG PAGAR
12538,12538,FUNN PTE LTD,238877,"[1.30370452023703, 103.833200970183]",Eating Establishment,TANJONG PAGAR
12539,12539,CLASSIC LAO DI FANG VEGETERIAN RESTAURANT PTE LTD,238459,"[1.29783948334728, 103.845278202782]",Eating Establishment,TANJONG PAGAR
12540,12540,MANNA POT CATERING PTE. LTD.,574013,"[1.34628135201335, 103.842546848712]",Eating Establishment,BISHAN-TOA PAYOH
12541,12541,THE FLYING SQUIRREL PTE. LTD.,68627,"[1.27983891098133, 103.847368903937]",Eating Establishment,JALAN BESAR
12542,12542,MELODY CITY PTE. LTD.,188669,"[1.29988651352712, 103.850209351005]",Eating Establishment,JALAN BESAR
12543,12543,ORGO PTE LTD,39802,"[1.28966932376699, 103.855952707685]",Eating Establishment,JALAN BESAR
12544,12544,THE SOUP SPOON PTE LTD,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12545,12545,IMPERIAL TREASURE NOODLE HOUSE PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12546,12546,RITZ ISLAND PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12547,12547,HAPPY OWL LLP,328846,"[1.32410780789652, 103.8529693705]",Eating Establishment,JALAN BESAR
12548,12548,FEI SIONG FOOD MANAGEMENT (JV) PTE LTD,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12549,12549,ALEF RESOURCES PTE LTD,199539,"[1.30049820108074, 103.859858507604]",Eating Establishment,JALAN BESAR
12550,12550,KDM GROUP PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12551,12551,YAMADA JAPANESE RESTAURANT PTE. LTD.,18987,"[1.28076943476846, 103.852658562152]",Eating Establishment,JALAN BESAR
12552,12552,DENSOU PTE LTD,169377,"[1.27626290288488, 103.835665438292]",Eating Establishment,TANJONG PAGAR
12553,12553,JTT 1 PTE. LTD.,579827,"[1.35099465381579, 103.848126363405]",Eating Establishment,BISHAN-TOA PAYOH
12554,12554,YECHUN XIAO JIANG NAN RESTAURANT GROUP PTE. LTD.,39594,"[1.29103980256765, 103.857623532359]",Eating Establishment,JALAN BESAR
12555,12555,KATRINA HOLDINGS PTE LTD,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12556,12556,FARREL FOODIE PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12557,12557,BENGAWAN SOLO PTE LTD,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12558,12558,MANBOK FARRER PARK PTE LTD,88853,"[1.27914120287025, 103.841735464223]",Eating Establishment,TANJONG PAGAR
12559,12559,ABR HOLDINGS LIMITED,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12560,12560,ORIGINAL HOCK LAM STREET BEEF KWAY TEOW PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12561,12561,TEN & HAN TRADING PTE LTD,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12562,12562,IMPERIAL TREASURE STEAMBOAT PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12563,12563,LINK HOTELS INTERNATIONAL PTE LTD,168733,"[1.28487239482043, 103.834290651541]",Eating Establishment,TANJONG PAGAR
12564,12564,ROTARY F&B PTE. LTD.,188979,"[1.30041423392971, 103.852292796726]",Eating Establishment,JALAN BESAR
12565,12565,SIMPLY WRAPPS ION PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12566,12566,GUAC & GO PTE. LTD.,69115,"[1.2773451122349, 103.846329050735]",Eating Establishment,JALAN BESAR
12567,12567,SAN MARCO PTE LTD,18987,"[1.28076943476846, 103.852658562152]",Eating Establishment,JALAN BESAR
12568,12568,OPPA82 PTE. LTD.,88998,"[1.28065568609334, 103.84216049586]",Eating Establishment,TANJONG PAGAR
12569,12569,NEW CENTURY FOOD HOUSE @151 PTE. LTD.,570151,"[1.34507321944682, 103.855542321231]",Eating Establishment,BISHAN-TOA PAYOH
12570,12570,CHUA SUAN NEO,180261,"[1.29878252408745, 103.852021668867]",Eating Establishment,JALAN BESAR
12571,12571,CHENG KHENG MIANG,320074,"[1.32471579654689, 103.857752875203]",Eating Establishment,JALAN BESAR
12572,12572,SHINISE INTERNATIONAL PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12573,12573,SARIKA CONNOISSUER CAF? PTE LTD,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12574,12574,THE COFFEE BEAN & TEA LEAF (SINGAPORE) PTE LTD,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12575,12575,GOMES MARY,188534,"[1.29690024371783, 103.851818657988]",Eating Establishment,JALAN BESAR
12576,12576,COLOSSUS VILLE PTE. LTD.,338739,"[1.31235657949508, 103.861188769395]",Eating Establishment,JALAN BESAR
12577,12577,STARBUCKS COFFEE SINGAPORE PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12578,12578,SHABESTAN PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12579,12579,ANG SHIH YI VANESSA,310203,"[1.34206520209679, 103.84916543667]",Eating Establishment,BISHAN-TOA PAYOH
12580,12580,MONNIKER PTE. LTD.,329795,"[1.32522194223134, 103.849916711001]",Eating Establishment,JALAN BESAR
12581,12581,TWG TEA COMPANY PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12582,12582,2ND KITCHEN PTE. LTD.,329901,"[1.32695574408137, 103.842719924274]",Eating Establishment,JALAN BESAR
12583,12583,TEAMIN PTE. LTD.,569933,"[1.36922321403001, 103.848467911464]",Eating Establishment,ANG MO KIO
12584,12584,ROYAL CONCEPTS PTE LTD,39595,"[1.29111729179215, 103.857758268089]",Eating Establishment,JALAN BESAR
12585,12585,SHENG KEE DESSERT PTE. LTD.,569933,"[1.36922321403001, 103.848467911464]",Eating Establishment,ANG MO KIO
12586,12586,STEER FRANCHISE PTE. LTD.,188067,"[1.2995076134825, 103.854370864874]",Eating Establishment,JALAN BESAR
12587,12587,D&N SINGAPORE PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12588,12588,KWAN EK SION,247930,"[1.30515855035771, 103.824255127223]",Eating Establishment,TANJONG PAGAR
12589,12589,SUNTEC FOOD & LEISURE PTE LTD,569933,"[1.36922321403001, 103.848467911464]",Eating Establishment,ANG MO KIO
12590,12590,HANOI PHO F&B PTE. LTD.,238896,"[1.30072350356704, 103.839692368177]",Eating Establishment,TANJONG PAGAR
12591,12591,MSJ GOURMET GROUP PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12592,12592,ITACHO PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12593,12593,MONZI CATERING PRIVATE LIMITED,207728,"[1.30852748222151, 103.856972509252]",Eating Establishment,JALAN BESAR
12594,12594,MINORA CUISINE PTE. LTD.,207728,"[1.30852748222151, 103.856972509252]",Eating Establishment,JALAN BESAR
12595,12595,TJC FOOD HOLDINGS (SINGAPORE) PTE. LTD.,307506,"[1.32061258625866, 103.844331494859]",Eating Establishment,JALAN BESAR
12596,12596,COLD STORAGE SINGAPORE (1983) PTE LTD,189657,"[1.30108493650889, 103.85252768725]",Eating Establishment,JALAN BESAR
12597,12597,BACHMANN JAPANESE RESTAURANT PTE LTD,569933,"[1.36922321403001, 103.848467911464]",Eating Establishment,ANG MO KIO
12598,12598,ROYAL T GROUP PTE. LTD.,59817,"[1.28886291624461, 103.846555999235]",Eating Establishment,JALAN BESAR
12599,12599,NUNSARAM PTE. LTD.,238896,"[1.30072350356704, 103.839692368177]",Eating Establishment,TANJONG PAGAR
12600,12600,ONG JUN RU,78877,"[1.27516999521432, 103.844496298231]",Eating Establishment,JALAN BESAR
12601,12601,K BOX ENTERTAINMENT GROUP PTE. LTD.,188067,"[1.2995076134825, 103.854370864874]",Eating Establishment,JALAN BESAR
12602,12602,JIABAO FOOD SERVICE (PTE LTD),149729,"[1.29419362236417, 103.806100814457]",Eating Establishment,TANJONG PAGAR
12603,12603,OOTOYA ASIA PACIFIC PTE. LTD.,238896,"[1.30072350356704, 103.839692368177]",Eating Establishment,TANJONG PAGAR
12604,12604,SAPPORO LION (S) PTE. LTD.,238896,"[1.30072350356704, 103.839692368177]",Eating Establishment,TANJONG PAGAR
12605,12605,THE COFFEE BEAN & TEA LEAF (SINGAPORE) PTE LTD,238896,"[1.30072350356704, 103.839692368177]",Eating Establishment,TANJONG PAGAR
